movie_id,title,tmdb_id,tmdb_title,overview,release_date,vote_average,vote_count,poster_url,cast
1389,Mondo (1996),716572.0,The World Upside Down,,1996-06-21,9.0,1,,"Francesca Antonelli, Marcello Ferrari, Anna Recchimuzzi"
1390,"Innocent Sleep, The (1995)",249358.0,The Innocent Sleep,"Inspired by the 1982 Roberto Calvi Affair in which an Italian banker was found hanging from a bridge across the River Thames, the story follows Alan, a man from Northern England who is homeless after the loss of his wife and job. One night while sleeping in a deserted building, Alan witnesses the mu",1996-01-25,5.0,5,https://image.tmdb.org/t/p/w500/migKDxowG5sulpDNhyrGj41tEes.jpg,"Rupert Graves, Annabella Sciorra, Michael Gambon"
1391,For Ever Mozart (1996),111367.0,For Ever Mozart,"Episodic film that follows a theater troupe from France attempting to put on a play in Sarajevo. Along their journey they are captured and held in a POW camp, and they call for help from their friends and relations in France.",1996-11-27,5.9,21,https://image.tmdb.org/t/p/w500/5TCe8LHpl8aZ9OvGvFkakAYyYlL.jpg,"Madeleine Assas, Ghalya Lacroix, Bérangère Allaux"
1392,"Locusts, The (1997)",75250.0,The Locusts,"Delilah Potts has always had her choice of men to work her ranch and fill her bed. But from the moment Clay Hewitt, a handsome drifter with a mysterious past, arrives at her door, Delilah knows that her life will never be the same. And when he spurns her affections, she unleashes a torrent of forbid",1997-10-03,5.8,24,https://image.tmdb.org/t/p/w500/l9vNY9tJUENOvXRCUg5FFACtrtL.jpg,"Kate Capshaw, Vince Vaughn, Jeremy Davies"
1393,Stag (1997),36434.0,Stag,"An accidental death at a bachelor party spurs a night of shooting, kidnapping and murder in the host's home.",1997-04-01,5.118,17,https://image.tmdb.org/t/p/w500/kzy8BK7qN6HzOY79py1Dhvk7KLu.jpg,"Mario Van Peebles, Andrew McCarthy, Kevin Dillon"
1394,Swept from the Sea (1997),1959.0,Swept from the Sea,"The film tells the story of Russian emigree and the only survivor from ship crash Yanko Goorall and servant Amy Foster in the end of 19th century. When Yanko enters a farm sick and hungry after the shipwreck, everyone is afraid of him, except for Amy, who is very kind and helps him. Soon he becomes ",1998-01-23,6.401,76,https://image.tmdb.org/t/p/w500/w5Or62J6mF099MQcn0Cq8ycIfqB.jpg,"Rachel Weisz, Vincent Perez, Ian McKellen"
1395,Hurricane Streets (1998),,,,,0.0,0,,
1396,Stonewall (1995),28628.0,Stonewall,A group of gay friends try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.,1995-12-26,5.7,28,https://image.tmdb.org/t/p/w500/pCkn7r7V9UFmtuREaKmaoI5OeeT.jpg,"Guillermo Díaz, Frederick Weller, Duane Boutte"
1397,Of Human Bondage (1934),43905.0,Of Human Bondage,A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.,1934-07-20,6.5,141,https://image.tmdb.org/t/p/w500/cpGAPsHnCpifmLKeiLnwNgT157y.jpg,"Bette Davis, Leslie Howard, Frances Dee"
1398,Anna (1996),683325.0,Anna,"Disappointment, shame and unanswered love. Anna has to experience everything in a single evening, only 15 years old.",1996-01-01,0.0,0,https://image.tmdb.org/t/p/w500/6HdQOqkrLBuJpLmn3j9TvYkfRH1.jpg,"Silje Marie Lien, Monica-Helèn Larsen, Linn Camilla K. Wien"
1399,Stranger in the House (1997),191874.0,Stranger in the House,A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal.,1997-01-01,6.8,5,https://image.tmdb.org/t/p/w500/iWD7fxQZpBw1AVfk0AOyqou1x26.jpg,"Michele Greene, Bruce Dinsmore, Steve Railsback"
1400,Picture Bride (1995),30304.0,Picture Bride,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a y",1995-05-05,6.5,25,https://image.tmdb.org/t/p/w500/s1lUr4NWgOi4ftXLrUWGI49IvKK.jpg,"Youki Kudoh, Akira Takayama, Tamlyn Tomita"
1401,M. Butterfly (1993),1413.0,M. Butterfly,"In 1960s China, French diplomat Rene Gallimard falls in love with opera singer Song Liling – but Song is not at all who Gallimard thinks.",1993-10-01,6.555,244,https://image.tmdb.org/t/p/w500/vfutnJ9sgpAtNuPemksd26gd5dC.jpg,"Jeremy Irons, John Lone, Barbara Sukowa"
1402,"Ciao, Professore! (1993)",,,,,0.0,0,,
1403,Caro Diario (Dear Diary) (1994),25403.0,Caro diario,"Nanni Moretti recounts in his diary three slice-of-life stories marked by a dry, ironic gaze: in the first, he rides his Vespa through a deserted, sun-drenched summertime Rome; in the second, he visits a reclusive friend on an island, who ropes him into an impromptu journey between islets in search ",1993-11-12,7.3,512,https://image.tmdb.org/t/p/w500/fpuOq1YN7LHjctGFniOK8OPnwgs.jpg,"Nanni Moretti, Renato Carpentieri, Antonio Neiwiller"
1404,Withnail and I (1987),13446.0,Withnail & I,"Two out-of-work actors -- the anxious, luckless Marwood and his acerbic, alcoholic friend, Withnail -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty, th",1987-06-19,7.24,630,https://image.tmdb.org/t/p/w500/i18cIp8A10A2JgByrfA9oIC9299.jpg,"Richard E. Grant, Paul McGann, Richard Griffiths"
1405,Boy's Life 2 (1997),,,,,0.0,0,,
1406,When Night Is Falling (1995),8391.0,When Night Is Falling,"Camille is a professor at a Protestant college and is in a long-term relationship with Martin, a respected minister and fellow professor. When Camille meets Petra, a bold and flamboyant performer in a circus troupe, she is inexplicably drawn. Pursuing Petra, Camille throws her whole conservative lif",1995-02-01,6.312,93,https://image.tmdb.org/t/p/w500/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg,"Pascale Bussières, Rachael Crawford, Henry Czerny"
1407,"Specialist, The (1994)",2636.0,The Specialist,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert, to kill her parents' killers. When Ned Trent, embittered ex-partner of Quick's, is assigned to protect one of Quick's potential victi",1994-10-07,5.937,1450,https://image.tmdb.org/t/p/w500/9CVAjtkSaFs9FyddGfThj11ZuQq.jpg,"Sylvester Stallone, Sharon Stone, James Woods"
1408,Gordy (1995),47867.0,Gordy,A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.,1995-05-12,5.4,33,https://image.tmdb.org/t/p/w500/4sLmghaiAIYXh320qCvZWY4avVT.jpg,"Doug Stone, Kristy Young, James Donadio"
1409,"Swan Princess, The (1994)",22586.0,The Swan Princess,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorc",1994-11-18,6.617,1033,https://image.tmdb.org/t/p/w500/f5YvIPrkJ9HCsNbgzWJJyxXVNhj.jpg,"Jack Palance, Howard McGillin, Michelle Nicastro"
1410,Harlem (1993),39349.0,Sugar Hill,"In the Harlem neighborhood of New York City, the Mafia steps in when a drug dealer quits his partner and brother to lead a straight life with his girlfriend.",1994-02-25,5.633,106,https://image.tmdb.org/t/p/w500/6bnYhhJS7vuDMRPVSplWaXdK49g.jpg,"Wesley Snipes, Michael Wright, Theresa Randle"
1411,Barbarella (1968),8069.0,Barbarella,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",1968-10-10,5.982,846,https://image.tmdb.org/t/p/w500/facTz5BZz4AkJal1FWgjYciekih.jpg,"Jane Fonda, John Phillip Law, Anita Pallenberg"
1412,Land Before Time III: The Time of the Great Giving (1995) (V),19004.0,The Land Before Time III: The Time of the Great Giving,"A huge meteorite has plunged into the Great Valley, cutting off the water supply and causing tension among the once-peaceful dinosaurs.  While the adults argue and turn against one another, Littlefoot and his friends venture out to find a new source of water, only to be constantly bullied by a trio ",1995-03-16,6.178,416,https://image.tmdb.org/t/p/w500/abcJUBDHi6hxibSgm2bxYK1wAZK.jpg,"Scott McAfee, Candace Hutson, Heather Hogan"
1413,Street Fighter (1994),11667.0,Street Fighter,Colonel Guile and various other martial arts heroes fight against the tyranny of dictator M. Bison and his cohorts.,1994-12-23,4.674,1644,https://image.tmdb.org/t/p/w500/6yh95dD2Y6uWAlPfWCZZygBM1ec.jpg,"Jean-Claude Van Damme, Raúl Juliá, Kylie Minogue"
1414,Coldblooded (1995),32502.0,Coldblooded,"Cosmo, an affectless mob bookie who lives in the basement of a retirement home, is promoted to hitman. He learns his new trade from Steve, a seasoned killer. He falls in love with a yoga teacher, Jasmine, and must figure out a way to leave the mob so they can be together.",1995-09-15,6.2,67,https://image.tmdb.org/t/p/w500/zfU3QJVqnY3wW1La9ptrOYGFdbP.jpg,"Jason Priestley, Kimberly Williams-Paisley, Janeane Garofalo"
1415,"Next Karate Kid, The (1994)",11231.0,The Next Karate Kid,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",1994-07-18,5.404,1166,https://image.tmdb.org/t/p/w500/wI3gCi9w1cuUJCiwhviAy46we9Q.jpg,"Pat Morita, Hilary Swank, Michael Ironside"
1416,No Escape (1994),10447.0,No Escape,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to esc",1994-04-29,6.229,490,https://image.tmdb.org/t/p/w500/jRwMdEb5bxwVARU2VmOADTflLfZ.jpg,"Ray Liotta, Lance Henriksen, Stuart Wilson"
1417,"Turning, The (1992)",24645.0,The Turning,"Gillian Anderson in her first ever screen role. Anderson's psycho boyfriend, Cliff, returns to his home town seething with pent-up frustration and rage. Four years earlier his family was on the verge of breaking up. Now he's returned to put things right, fired by a psychopathic determination he is i",1992-01-01,3.222,9,https://image.tmdb.org/t/p/w500/t3FM9hmqa9HeKbavrmv7GOO9Xt3.jpg,"Karen Allen, Raymond J. Barry, Michael Dolan"
1418,"Joy Luck Club, The (1993)",19931.0,The Joy Luck Club,"Through a series of flashbacks, four Chinese women born in America and their respective mothers born in feudal China explore their pasts.",1993-09-08,7.138,163,https://image.tmdb.org/t/p/w500/s1Sk0hhVARNs7i9wqRHqbCriu8n.jpg,"Tsai Chin, Kieu Chinh, Lisa Lu"
1419,Highlander III: The Sorcerer (1994),8011.0,Highlander III: The Sorcerer,"Deceived that he had won the Prize, Connor MacLeod wanders through the world; however, he is awakened from his peaceful life when an entombed immortal magician, Kane, escapes and comes seeking the Highlander.",1994-11-29,4.759,555,https://image.tmdb.org/t/p/w500/o4GKLReSGRR0rulOBS9SrfFAXOz.jpg,"Christopher Lambert, Mario Van Peebles, Deborah Kara Unger"
1420,Gilligan's Island: The Movie (1998),,,,,0.0,0,,
1421,My Crazy Life (Mi vida loca) (1993),32325.0,Mi Vida Loca,"Two Indigenous Latina bestfriends, Mousie and Sad Girl live in a contemporary Los Angeles poor Indigenous Hispanic American neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violen",1994-06-08,6.6,37,https://image.tmdb.org/t/p/w500/gtKIaHUqkNqdgVnMFosyVJXvKMC.jpg,"Angel Aviles, Seidy López, Jacob Vargas"
1422,Suture (1993),87078.0,Suture,A man named Clay  flies into Phoenix for a reunion with his long-lost half-brother Vincent.,1993-09-14,6.451,41,https://image.tmdb.org/t/p/w500/8lbOpuNaJBNT1gXbIDDyYnDIYut.jpg,"Dennis Haysbert, Mel Harris, Sab Shimono"
1423,"Walking Dead, The (1995)",95963.0,The Walking Dead,"Five young marines on a suicide mission in Vietnam, struggle for survival in a jungle minefield. The mean streets of home did not prepare them for this.",1995-02-24,5.9,30,https://image.tmdb.org/t/p/w500/c0RtcIN4oSzSZoNs0nJMevfGYS4.jpg,"Allen Payne, Eddie Griffin, Joe Morton"
1424,I Like It Like That (1994),48992.0,I Like It Like That,"After her husband is arrested for looting, Lisette struggles for independence while dealing with her transgender sibling, her critical mother-in-law and assorted neighborhood eccentrics.",1994-10-14,6.3,21,https://image.tmdb.org/t/p/w500/aCxh21UPLHi7Pxm9ykH1GNx39OW.jpg,"Luna Lauren Vélez, Jon Seda, Tomas Melly"
1425,I'll Do Anything (1994),106143.0,I'll Do Anything,"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious ch",1994-02-04,5.6,56,https://image.tmdb.org/t/p/w500/oroT4oMzldeKglEAnMT94o3KN66.jpg,"Nick Nolte, Whittni Wright, Albert Brooks"
1426,Grace of My Heart (1996),58985.0,Grace of My Heart,"Philadelphia teenager Edna Buxton wins a talent contest during the early rock 'n' roll era, changes her name to Denise Waverly and moves to New York City to make it big. Though she flops as a recording artist, fast-talking record producer Joel Millner recognizes her songwriting talent and teams her ",1996-09-13,6.1,65,https://image.tmdb.org/t/p/w500/fkgVjmbN9VdBxguNi6tz6lb3sDu.jpg,"Illeana Douglas, Matt Dillon, Eric Stoltz"
1427,Drunks (1995),116844.0,Drunks,"At the beginning of a nightly Alcoholics Anonymous meeting, Jim seems particularly troubled. His sponsor encourages him to talk that night, the first time in seven months, so he does - and leaves the meeting right after. As Jim wanders the night, searching for some solace in his old stomping grounds",1997-03-14,3.2,10,https://image.tmdb.org/t/p/w500/lY5E0rjsgzlxUyMtUZRlzwHqLTA.jpg,"Richard Lewis, Liza Harris, Liam Ahern"
1428,SubUrbia (1997),28059.0,SubUrbia,A group of suburban teenagers try to support each other through the difficult task of becoming adults.,1997-02-07,6.153,134,https://image.tmdb.org/t/p/w500/7PdRbG09K9JHYyOwwCSn3OdJb0N.jpg,"Giovanni Ribisi, Steve Zahn, Amie Carey"
1429,Sliding Doors (1998),10215.0,Sliding Doors,"Helen, a London ad executive, is fired from her job and rushes out to catch a train, but, as she runs down, her life suddenly splits off. In one version she catches the train; in the second, she misses it. Her whole life changes in that one second, and the rest of the film depicts what happens in ea",1998-04-23,6.563,1421,https://image.tmdb.org/t/p/w500/s8VOVTywXZIIHqdEjkCZziH0ebq.jpg,"Gwyneth Paltrow, John Hannah, John Lynch"
1430,Ill Gotten Gains (1997),102406.0,Ill Gotten Gains,"WEST AFRICA 1869 - Slave trade is illegal. There is a revolt on a slave ship - twenty four men fight for their lives. Out-gunned, the revolt fails but a second uprising is planned.",1997-12-05,3.8,4,https://image.tmdb.org/t/p/w500/r4irj0Pv1qhXPsda5NQy8btUhy5.jpg,"Djimon Hounsou, Akosua Busia, De'Aundre Bonds"
1431,Legal Deceit (1997),531591.0,Legal Deceit,"Sydney Banks learns the hard way that being driven and educated is not the path to success;under the wing of Todd Hunter (Morgan) her career takes off. Sydney then gets pulled into corporate blackmail and murder, but with the help of boyfriend Derek (Morris), she begins her own deception.",1997-11-18,5.5,4,https://image.tmdb.org/t/p/w500/mKkdUjmOINrYw7pC02frBQOvOXS.jpg,"Lela Rochon, Jeffrey Dean Morgan, Phil Morris"
1432,"Mighty, The (1998)",9821.0,The Mighty,"Kevin, an intelligent guy helps out Maxwell to improve his reading skills. In return, Kevin wants Maxwell to take him out places since he is not authorized to go out. Being the social outcasts of the town, Kevin and Maxwell come to realize that they are similar to each other and accept that they are",1998-06-01,7.258,296,https://image.tmdb.org/t/p/w500/eHcuTZwmY4VAJm7kfbZn7qDAjYs.jpg,"Sharon Stone, Elden Henson, Kieran Culkin"
1433,Men of Means (1998),,,,,0.0,0,,
1434,Shooting Fish (1997),25719.0,Shooting Fish,Two con artists hire an unwitting medical-school student as a secretary for their latest scam.,1997-08-22,6.323,86,https://image.tmdb.org/t/p/w500/sBA1vTqjhKmtogB6PKQ3tOn2HNX.jpg,"Dan Futterman, Stuart Townsend, Kate Beckinsale"
1435,"Steal Big, Steal Little (1995)",78406.0,Steal Big Steal Little,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madnes",1995-09-29,4.5,23,https://image.tmdb.org/t/p/w500/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg,"Andy Garcia, Alan Arkin, Rachel Ticotin"
1436,Mr. Jones (1993),2625.0,Mr. Jones,"The story about the relationship between a manic depressive man, Mr. Jones, and the female doctor who takes more than a professional interest in his treatment.",1993-10-08,5.799,172,https://image.tmdb.org/t/p/w500/rmAnfar51B0qSQ1Wkix0iKtUUnx.jpg,"Richard Gere, Lena Olin, Anne Bancroft"
1437,House Party 3 (1994),16097.0,House Party 3,"Hip Hop duo Kid & Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher ""Kid"" Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughnec",1994-01-11,5.2,60,https://image.tmdb.org/t/p/w500/jLUgvHO3vVLkzKs3OcYksGPbLnA.jpg,"Christopher Reid, Christopher Martin, Angela Means"
1438,Panther (1995),41478.0,Panther,"In this sprawling, fictionalized history of the Black Panthers, 1960s Oakland becomes a war zone as the Panthers battle for the right to exist.",1995-05-03,6.298,47,https://image.tmdb.org/t/p/w500/gxGOkt6WBhSIdZiQqyVEccRURVv.jpg,"Kadeem Hardison, Bokeem Woodbine, Joe Don Baker"
1439,Jason's Lyric (1994),22067.0,Jason's Lyric,The story of a young man who must confront his own fears about love as well as his relationships with family and friends.,1994-05-22,6.759,58,https://image.tmdb.org/t/p/w500/2dXA5dNh3kqDQwRt08TxxgldTOW.jpg,"Allen Payne, Jada Pinkett Smith, Bokeem Woodbine"
1440,Above the Rim (1994),19092.0,Above the Rim,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",1994-03-23,7.057,236,https://image.tmdb.org/t/p/w500/56NFHuZXdgZbVxvCyYw92E5uLQa.jpg,"Duane Martin, Tupac Shakur, Bernie Mac"
1441,Moonlight and Valentino (1995),68274.0,Moonlight and Valentino,A young widow still grieving over the death of her husband finds herself being comforted by a local housepainter.,1995-09-29,5.607,84,https://image.tmdb.org/t/p/w500/rKJ1DwaH8pM3qDNxKFxvsQEg6wE.jpg,"Elizabeth Perkins, Gwyneth Paltrow, Kathleen Turner"
1442,"Scarlet Letter, The (1995)",10533.0,The Scarlet Letter,"Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans ",1995-10-13,6.129,524,https://image.tmdb.org/t/p/w500/8gIU7O3oV6NyWUjlL6ppbpnIZLW.jpg,"Demi Moore, Gary Oldman, Robert Duvall"
1443,8 Seconds (1994),18069.0,8 Seconds,"This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",1994-02-25,7.165,112,https://image.tmdb.org/t/p/w500/wqKVkOveZrK6zwfrptGLVPmnMpR.jpg,"Luke Perry, Stephen Baldwin, Red Mitchell"
1444,That Darn Cat! (1965),20723.0,That Darn Cat!,"A young woman suspects foul play when her cat comes home wearing a wristwatch. Convincing the FBI, though, and catching the bad guys is tougher than she imagined.",1965-12-02,6.598,192,https://image.tmdb.org/t/p/w500/by92HEWg2d4WrkgbUIPEA0ufsHI.jpg,"Hayley Mills, Dean Jones, Dorothy Provine"
1445,Ladybird Ladybird (1994),49980.0,Ladybird Ladybird,"Maggie has had four children, by four different fathers, removed by social services because of a previous violent relationship. When she meets Jorge, a gentle Latin American refugee, she gradually sees her chance for happiness, but her history still haunts her.",1994-02-18,7.2,105,https://image.tmdb.org/t/p/w500/91KSK1xKdVEIDASKRo9ahBFCtM2.jpg,"Crissy Rock, Vladimir Vega, Sandie Lavelle"
1446,"Bye Bye, Love (1995)",30528.0,Bye Bye Love,"With varying degrees of success, recently divorced friends Dave, Vic and Donny are trying to move on with their lives. Vic feels vilified by his ex-wife's parents, while Donny has a shaky bond with his teen daughter, Emma. Dave, meanwhile, has an enviable problem -- he has more dates than he can han",1995-03-16,6.023,77,https://image.tmdb.org/t/p/w500/qMAvEXDLLhIKJzCSiMUgn1ypsO4.jpg,"Matthew Modine, Randy Quaid, Paul Reiser"
1447,Century (1993),261246.0,Century,Turn-of-the-century love story centered around a young doctor and the emergence of modern science.,1993-12-31,5.125,8,https://image.tmdb.org/t/p/w500/ntFKHMOKwJ42TCxOc3MVgTX4BXb.jpg,"Charles Dance, Clive Owen, Miranda Richardson"
1448,My Favorite Season (1993),52873.0,My Favorite Season,"Elderly woman Berthe leaves her house to live with her daughter Emilie. Emilie and her brother Antoine had a falling out three years ago and have not seen each other since, but Emilie invites him for Christmas. Memories will resurface and impact both Berthe's destiny and the strange relationship bet",1993-05-14,6.179,53,https://image.tmdb.org/t/p/w500/mWQhnhvNo8B2WRZhvv9XxrA7HgF.jpg,"Daniel Auteuil, Marthe Villalonga, Catherine Deneuve"
1449,Pather Panchali (1955),5801.0,Pather Panchali,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work. Alone, his wife, Sarbojaya, looks after her rebellious daughter, Durga, and her young son, Apu, as well as Harihar's elderly aunt Indir. The children enjoy the sm",1955-08-26,7.815,493,https://image.tmdb.org/t/p/w500/frZj5djlU9hFEjMcL21RJZVuG5O.jpg,"Kanu Bannerjee, Karuna Banerjee, Chunibala Devi"
1450,Golden Earrings (1947),121357.0,Golden Earrings,A British colonel escapes from the Gestapo to the Black Forest and poses as a Gypsy's mate.,1947-08-27,6.208,12,https://image.tmdb.org/t/p/w500/3ZMKfwdgqV1AfqmOK5Qykgr96n2.jpg,"Ray Milland, Marlene Dietrich, Murvyn Vye"
1451,Foreign Correspondent (1940),25670.0,Foreign Correspondent,"American crime reporter John Jones is reassigned to Europe as a foreign correspondent to cover the imminent war. When he walks into the middle of an assassination and stumbles on a spy ring, he seeks help from a beautiful politician’s daughter and an urbane English journalist to uncover the truth.",1940-08-16,7.0,446,https://image.tmdb.org/t/p/w500/n0WX6eIdIliKB66MI2MWZ3wHsoJ.jpg,"Joel McCrea, Laraine Day, Herbert Marshall"
1452,Lady of Burlesque (1943),50001.0,Lady of Burlesque,"After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again.",1943-05-01,5.415,47,https://image.tmdb.org/t/p/w500/bng9HQoCP4i62cKHK0E1EoqZu0X.jpg,"Barbara Stanwyck, Michael O'Shea, J. Edward Bromberg"
1453,Angel on My Shoulder (1946),22688.0,Angel on My Shoulder,The Devil arranges for a deceased gangster to return to Earth as a well-respected judge to make up for his previous life.,1946-09-20,6.522,45,https://image.tmdb.org/t/p/w500/tIDUVxp1yeq1Bw4KsdAaoEJtSsI.jpg,"Paul Muni, Anne Baxter, Claude Rains"
1454,Angel and the Badman (1947),22356.0,Angel and the Badman,"Notorious shootist and womanizer Quirt Evans' horse collapses as he passes a Quaker family's home. Quirt has been wounded, and the kindly family takes him in to nurse him back to health against the advice of others. The handsome Evans quickly attracts the affections of their beautiful daughter, Pene",1947-02-15,6.429,126,https://image.tmdb.org/t/p/w500/tbnte13MT1mke828R0rKmNZ41G6.jpg,"John Wayne, Gail Russell, Harry Carey"
1455,"Outlaw, The (1943)",22613.0,The Outlaw,"Newly appointed sheriff Pat Garrett is pleased when his old friend Doc Holliday arrives in Lincoln, New Mexico on the stage. Doc is trailing his stolen horse, and it is discovered in the possession of Billy the Kid. In a surprising turnaround, Billy and Doc become friends. This causes the friendship",1943-02-05,5.443,106,https://image.tmdb.org/t/p/w500/xqnPtCdL0gF5MvexVeVN1aimWg2.jpg,"Jack Buetel, Jane Russell, Thomas Mitchell"
1456,Beat the Devil (1954),22733.0,Beat the Devil,A group of con artists stake their claim on a bogus uranium mine.,1953-11-24,6.2,170,https://image.tmdb.org/t/p/w500/yBg55pY6WYPqzZuQ1rJ4Cjj5nOG.jpg,"Humphrey Bogart, Jennifer Jones, Gina Lollobrigida"
1457,Love Is All There Is (1996),55058.0,Love Is All There Is,"The Malacicis, a hard-working Italian family recently immigrated from Florence, open a fancy restaurant in the Bronx, N.Y., drawing the ire of another clan. Mike and Sadie Capomezzo, equally hard-working Sicilian caterers from the area, find they cannot stand Piero  and Maria Malacici. But things ge",1996-05-10,5.188,16,https://image.tmdb.org/t/p/w500/tXaewq2LMjTJmZLTuKEM6LJhBo2.jpg,"Lainie Kazan, Paul Sorvino, Barbara Carrera"
1458,"Damsel in Distress, A (1937)",66473.0,A Damsel in Distress,"Lady Alyce Marshmorton must marry soon, and the staff of Tottney Castle have laid bets on who she'll choose, with young Albert wagering on 'Mr. X'. After Alyce goes to London to meet a beau she is restricted to the castle to curb her scandalous behavior. Albert then summons Jerry to Alyce's aid in o",1937-11-19,6.538,39,https://image.tmdb.org/t/p/w500/uqRcVA1JCbpPngcXu68Gzm8qR7I.jpg,"Fred Astaire, George Burns, Gracie Allen"
1459,Madame Butterfly (1995),21202.0,Madame Butterfly,"Cio-Cio-San, a young Japanese geisha, seeks to fulfill her dreams through marriage to an American naval officer. Her faith in their future is shattered by his empty vows and the loss she endures touches something deep within us all.",1995-11-22,6.591,11,https://image.tmdb.org/t/p/w500/vERLfSHGYzfuPnDdfn8Z2DUrEfz.jpg,"Ying Huang, Richard Troxell, Yoshi Oida"
1460,Sleepover (1995),277102.0,Sleepover,Six teens steal the family car and go out for a night on the town. Internal power dynamics soon make a night that they all will remember.,1995-10-25,4.667,3,https://image.tmdb.org/t/p/w500/uth7TWwzDrpZzGvYbLgAmmLoG8U.jpg,"Michael Albanese, Evi Allen, Shannon Barry"
1461,Here Comes Cookie (1935),218713.0,Here Comes Cookie,"A scatterbrained heiress opens her home to a succession of unemployed actors and vaudeville performers, then decides to produce her own show, much to the consternation of her father, her sister and her sister's boyfriend, who is actually after the young girl's money.",1935-08-30,7.2,9,https://image.tmdb.org/t/p/w500/fGGlPErXw4PQsGiw1mZJhoqHKqd.jpg,"George Burns, Gracie Allen, George Barbier"
1462,"Thieves (Voleurs, Les) (1996)",49935.0,Thieves,"In the middle of the night, someone brings Ivan's body home to his wife and his young son. Flashbacks reveal the relationships among Ivan and his brother Alex, a cop with a cleanliness fetish; siblings Juliette and Jimmy, Ivan's partners in a seedy nightclub; the love triangle of Alex, Juliette, and",1996-08-21,6.1,55,https://image.tmdb.org/t/p/w500/meeBmnlkMP8UhrPvZKv83jjhd2E.jpg,"Catherine Deneuve, Daniel Auteuil, Laurence Côte"
1463,"Boys, Les (1997)",42832.0,The Boys,"Every Monday evening, at the arena, eleven men get together to lovingly put on the jersey of the Boys, the hockey team of a ""garage"" league to which they belong.  As Stan, their revered trainer, would affectionately say, they have the ""puck"" tattooed on their hearts. It doesn't matter if they are la",1997-12-12,6.172,32,https://image.tmdb.org/t/p/w500/yk4NokXK0Bg84ULFOiVFmXp12EC.jpg,"Marc Messier, Rémy Girard, Patrick Huard"
1464,"Stars Fell on Henrietta, The (1995)",139408.0,The Stars Fell on Henrietta,"The setting is early America during the oil boom. An elderly, down on his luck 'oil man', Mr. Cox finds himself in the town of Henrietta. Using unconventional methods, he convinces himself and local Don Day that there is oil on Day's land. The financially strapped Day puts everything into finding oi",1995-09-15,6.2,18,https://image.tmdb.org/t/p/w500/dQYD0WNRNZ5OBQ8iWRySIH8TEVd.jpg,"Robert Duvall, Aidan Quinn, Frances Fisher"
